id,look,smell,taste,feel,overall,score
282,3.6147836538461537,3.3179086538461537,3.448918269230769,3.514423076923077,3.7109375,3.4864423076923075
283,4.18527851458886,3.957294429708223,4.103050397877984,4.008753315649868,4.113395225464191,4.066334217506632
265428,3.84375,3.9375,4.0,3.875,4.0,3.9637500000000006
54220,3.880952380952381,3.9761904761904763,3.9761904761904763,3.9285714285714284,3.9285714285714284,3.957619047619049
105197,4.25,4.375,4.375,4.25,4.25,4.33
337729,4.166666666666667,4.166666666666667,4.083333333333333,4.0,4.083333333333333,4.1
84487,4.455928237129485,4.473088923556943,4.540561622464899,4.495709828393136,4.505460218408737,4.509594383775344
236555,3.7,3.55,3.7,3.55,3.7,3.6519999999999997
263397,4.041666666666667,4.208333333333333,4.125,3.9166666666666665,4.125,4.12
44951,3.760869565217391,3.75,3.858695652173913,3.619565217391304,3.75,3.781304347826086
346091,3.5833333333333335,3.5833333333333335,3.25,3.3333333333333335,3.1666666666666665,3.3433333333333333
27682,3.838235294117647,3.2941176470588234,2.7941176470588234,3.3823529411764706,2.8529411764705883,3.0482352941176463
289111,4.25,3.8125,3.6875,3.8125,3.75,3.7775
103871,3.8333333333333335,3.625,3.7916666666666665,3.9583333333333335,3.6666666666666665,3.748333333333333
104587,3.888888888888889,3.611111111111111,3.861111111111111,3.861111111111111,3.8333333333333335,3.7977777777777777
340152,4.0625,3.6875,3.8125,3.875,3.9375,3.83
150898,4.064732142857143,4.043526785714286,4.077008928571429,4.049107142857143,4.041294642857143,4.060089285714285
30588,3.6902985074626864,3.4813432835820897,3.529850746268657,3.4776119402985075,3.5597014925373136,3.52910447761194
107661,3.75,3.6666666666666665,4.0,3.8333333333333335,3.9166666666666665,3.873333333333333
63043,4.116666666666666,3.577777777777778,3.6555555555555554,3.888888888888889,3.6333333333333333,3.6837777777777774
120699,3.5,3.75,3.625,3.625,3.625,3.65
151322,3.9583333333333335,3.9313725490196076,3.9166666666666665,3.894607843137255,3.906862745098039,3.920392156862745
310950,4.25,3.8125,3.9375,4.0,3.9375,3.9349999999999996
127722,3.892682926829268,3.5634146341463415,3.6097560975609757,3.676829268292683,3.6158536585365852,3.6256097560975604
194628,4.136436170212766,4.188297872340425,4.165957446808511,4.116223404255319,4.154787234042553,4.164170212765954
59253,3.5,3.625,3.5,3.625,3.25,3.495
300274,3.9318181818181817,3.8636363636363638,3.715909090909091,3.727272727272727,3.727272727272727,3.7686363636363636
296171,4.0625,3.967548076923077,4.066105769230769,4.043269230769231,4.033653846153846,4.035769230769231
95878,3.25,3.0,3.0,3.25,3.125,3.065
121541,3.875,3.9107142857142856,3.857142857142857,3.8392857142857144,3.8392857142857144,3.867142857142857
77968,3.4,3.15,3.3,3.4,3.25,3.2699999999999996
68960,3.8224522292993632,3.586783439490446,3.8320063694267517,3.839171974522293,3.8288216560509554,3.772675159235669
350653,4.05,3.85,3.75,3.85,3.7,3.7940000000000005
270155,4.083333333333333,4.416666666666667,4.416666666666667,4.25,4.333333333333333,4.363333333333333
264623,4.125,4.125,3.84375,3.9375,3.8125,3.9324999999999997
72748,3.857142857142857,3.5555555555555554,3.365079365079365,3.4404761904761907,3.384920634920635,3.4519047619047627
95142,4.083333333333333,4.083333333333333,3.9166666666666665,3.5,3.9166666666666665,3.926666666666667
49596,3.9166666666666665,4.25,4.416666666666667,4.125,3.7916666666666665,4.1925
266525,4.0,3.9166666666666665,3.8333333333333335,4.0,4.0,3.9166666666666665
829,3.6790123456790123,3.498456790123457,3.574074074074074,3.6481481481481484,3.632716049382716,3.581790123456792
244573,4.25,4.3,4.25,4.3,4.3,4.2780000000000005
186809,3.9,3.8,3.95,4.05,3.85,3.9019999999999997
105807,3.5357142857142856,3.607142857142857,3.6785714285714284,3.642857142857143,3.642857142857143,3.6442857142857146
149040,3.861111111111111,4.277777777777778,4.027777777777778,3.9722222222222223,3.9722222222222223,4.0633333333333335
212650,3.9,3.9,3.8,3.95,4.0,3.8880000000000003
15291,3.5,3.5,3.55,3.45,3.6,3.536
191458,4.416666666666667,4.25,4.5,4.5,4.333333333333333,4.403333333333333
353926,4.033898305084746,3.8813559322033897,3.957627118644068,3.919491525423729,3.885593220338983,3.9284745762711863
268918,4.3,4.35,4.3,4.2,4.3,4.304
84120,3.9117990654205608,3.9404205607476634,3.948014018691589,3.8983644859813085,3.919392523364486,3.935327102803738
81109,4.147368421052631,3.7526315789473683,3.792105263157895,3.8552631578947367,3.8157894736842106,3.8151578947368416
351740,3.6666666666666665,3.6666666666666665,3.75,3.8333333333333335,3.75,3.7366666666666664
143812,3.8333333333333335,3.875,3.7083333333333335,3.8333333333333335,3.6666666666666665,3.7616666666666667
96919,4.125,3.5,3.375,3.75,3.625,3.54
272197,4.25,4.166666666666667,4.25,4.333333333333333,4.25,4.239999999999999
246637,3.3333333333333335,3.1666666666666665,3.0833333333333335,3.4166666666666665,3.0833333333333335,3.153333333333333
56187,3.8333333333333335,4.0,4.0,3.5,3.8333333333333335,3.9066666666666663
95259,4.25,4.295454545454546,4.204545454545454,4.159090909090909,4.2272727272727275,4.2309090909090905
296174,4.1080246913580245,4.172839506172839,4.148148148148148,4.074074074074074,4.1234567901234565,4.14111111111111
140050,4.0,4.0,3.75,3.75,3.75,3.83
156076,4.166666666666667,3.7916666666666665,3.7916666666666665,3.8333333333333335,3.8333333333333335,3.8266666666666667
240054,4.40625,4.375,4.4375,4.40625,4.390625,4.410625
255418,4.0,4.333333333333333,4.166666666666667,4.25,4.333333333333333,4.24
128644,4.216666666666667,4.258333333333334,4.35,4.3,4.308333333333334,4.308666666666666
58048,3.9696531791907512,3.9967485549132946,3.804913294797688,3.852962427745665,3.746387283236994,3.8545086705202314
256900,4.204545454545454,4.0636363636363635,4.086363636363636,4.109090909090909,4.113636363636363,4.097272727272727
127048,3.55,3.275,3.2,3.2,3.225,3.246
114921,4.029940119760479,4.118263473053892,4.044910179640719,3.9850299401197606,4.032934131736527,4.055389221556885
219149,4.033333333333333,4.116666666666666,4.166666666666667,4.15,4.166666666666667,4.1466666666666665
42533,4.196579804560261,3.9245928338762215,4.062866449511401,4.016123778501629,4.084201954397394,4.037778501628659
90854,3.95,3.9,3.95,3.95,3.95,3.94
195133,4.0625,4.1875,4.125,4.125,4.1875,4.15
156058,4.328947368421052,4.302631578947368,4.381578947368421,4.157894736842105,4.355263157894737,4.333684210526316
96899,3.75,3.75,3.75,3.5,3.875,3.75
360263,4.1875,3.9375,3.8125,3.9375,3.8125,3.88
259812,4.1,4.0,4.05,4.0,4.0,4.0280000000000005
31684,4.0,4.1,4.0,4.0,4.2,4.064
308578,3.7916666666666665,3.9583333333333335,3.875,3.8333333333333335,3.8333333333333335,3.8800000000000003
369492,4.0,4.0,4.125,4.0,4.0,4.05
245852,3.625,3.75,3.6875,3.75,3.5,3.6675
123311,4.2451923076923075,4.5048076923076925,4.375,4.302884615384615,4.350961538461538,4.3882692307692315
64044,3.5,3.3333333333333335,3.4166666666666665,3.1666666666666665,3.4166666666666665,3.376666666666667
52077,4.167776852622814,4.184845961698585,4.204204829308909,4.111157368859284,4.178184845961699,4.184338051623645
207212,3.769230769230769,3.7115384615384617,3.730769230769231,3.6346153846153846,3.7115384615384617,3.7176923076923076
251595,4.041666666666667,4.166666666666667,3.9583333333333335,4.041666666666667,3.9583333333333335,4.0216666666666665
141651,4.166666666666667,4.041666666666667,4.083333333333333,3.875,4.041666666666667,4.051666666666667
94158,3.4076923076923076,3.230769230769231,3.2153846153846155,3.1846153846153844,3.2153846153846155,3.2301538461538466
313543,4.305555555555555,4.305555555555555,4.277777777777778,4.222222222222222,4.25,4.276666666666666
87951,3.8333333333333335,3.8333333333333335,4.333333333333333,4.166666666666667,3.8333333333333335,4.066666666666666
268663,3.6875,3.875,3.875,3.625,3.75,3.8150000000000004
184018,3.6875,3.8125,3.8125,3.6875,3.75,3.7800000000000002
70104,3.9,3.6,3.5,4.0,3.4,3.5780000000000003
98938,4.3125,4.375,4.4375,4.3125,4.4375,4.4025
256586,3.5,3.6875,3.8125,3.5625,3.75,3.7275
213564,4.0,4.113636363636363,4.0227272727272725,3.840909090909091,4.068181818181818,4.037272727272728
35732,4.090497737556561,3.9934012066365008,4.009615384615385,3.95211161387632,3.986236802413273,4.0009803921568645
331166,4.115384615384615,4.230769230769231,4.25,4.1923076923076925,4.269230769230769,4.237692307692308
80015,4.0,4.0,4.0,3.8333333333333335,3.8333333333333335,3.9500000000000006
35554,4.0,4.166666666666667,4.166666666666667,3.8333333333333335,4.0,4.09
113290,4.008503401360544,4.054421768707483,3.993197278911565,3.9591836734693877,3.9812925170068025,4.004625850340136
313403,4.166666666666667,4.166666666666667,4.083333333333333,4.166666666666667,4.166666666666667,4.133333333333334
259964,3.95,3.8,3.8,3.75,3.75,3.7960000000000003
56127,4.0,4.0,4.0,4.0,4.5,4.1
14849,3.040201005025126,3.2060301507537687,2.9566582914572863,2.9604271356783918,2.9949748743718594,3.0298241206030143
107773,4.5,4.0,4.5,4.0,4.5,4.33
229253,4.2,4.35,4.4,4.45,4.45,4.394
18014,3.886627906976744,3.895348837209302,3.8197674418604652,3.7877906976744184,3.7151162790697674,3.8177906976744205
17435,4.034916201117318,3.7430167597765363,3.7262569832402233,3.7402234636871508,3.7527932960893855,3.756759776536313
274608,4.166666666666667,4.083333333333333,4.166666666666667,4.25,4.166666666666667,4.159999999999999
169965,3.8,3.85,3.8,3.85,3.825,3.822
78458,4.125,4.625,4.75,4.5,4.5,4.6075
307545,4.020833333333333,4.395833333333333,4.229166666666667,4.208333333333333,4.25,4.260000000000001
84689,3.857142857142857,3.7142857142857144,3.7857142857142856,3.8214285714285716,3.7857142857142856,3.7785714285714285
199176,3.9,3.9,3.95,3.9,3.9,3.9219999999999997
155139,4.3,4.35,4.4,4.35,4.4,4.378
144030,3.625,3.875,3.4375,3.4375,3.5625,3.5824999999999996
62894,3.8333333333333335,4.5,4.5,4.166666666666667,4.166666666666667,4.359999999999999
297230,4.291666666666667,4.208333333333333,4.25,4.416666666666667,4.291666666666667,4.2700000000000005
99483,3.84375,3.5,3.65625,3.75,3.5625,3.6237500000000002
276590,4.0625,4.041666666666667,4.041666666666667,4.041666666666667,4.041666666666667,4.0458333333333325
147143,4.125,4.25,4.375,4.125,4.125,4.255
90479,3.75,3.6666666666666665,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.793333333333333
10943,3.7222222222222223,3.5277777777777777,3.4722222222222223,3.638888888888889,3.75,3.5733333333333337
49167,3.375,2.75,2.5,2.5,2.625,2.6375
403,3.8230088495575223,3.5427728613569323,3.6626106194690267,3.6792035398230087,3.7293510324483776,3.658997050147492
405,3.6030927835051547,3.6030927835051547,3.6829896907216493,3.5927835051546393,3.752577319587629,3.6639175257731966
406,3.5671965317919074,3.31864161849711,3.4248554913294798,3.435693641618497,3.5895953757225434,3.4424277456647383
107388,4.252136752136752,4.237179487179487,4.286324786324786,4.230769230769231,4.256410256410256,4.262991452991453
128761,3.7916666666666665,3.7916666666666665,3.7916666666666665,3.5833333333333335,3.6666666666666665,3.7483333333333335
326856,4.1,4.2,4.2,4.4,4.15,4.204000000000001
63668,3.9074675324675323,3.7305194805194803,3.6801948051948052,3.668831168831169,3.7435064935064934,3.7175974025974012
103569,4.08421052631579,4.067105263157894,4.106578947368421,4.065789473684211,4.0697368421052635,4.086263157894737
172592,4.159090909090909,4.181818181818182,4.181818181818182,4.159090909090909,4.204545454545454,4.183636363636364
40220,3.5,3.5,3.5,3.5,4.5,3.7
259327,4.25,4.083333333333333,4.333333333333333,4.0,4.166666666666667,4.203333333333333
174826,4.291666666666667,4.444444444444445,4.361111111111111,4.222222222222222,4.388888888888889,4.371666666666667
242624,4.3,4.275,4.325,4.375,4.375,4.329
257370,4.181818181818182,4.159090909090909,4.204545454545454,4.181818181818182,4.181818181818182,4.1863636363636365
249133,4.0,4.0,4.09375,4.0,4.0625,4.0525
35608,4.199642857142857,4.1935714285714285,4.188928571428572,4.128571428571429,4.213571428571429,4.190542857142856
276977,4.361702127659575,4.207446808510638,4.24468085106383,4.148936170212766,4.223404255319149,4.230851063829786
57714,3.7,3.6,3.4,3.7,3.5,3.5159999999999996
93792,3.6666666666666665,3.6666666666666665,3.7916666666666665,3.75,3.7916666666666665,3.75
24512,2.8676470588235294,2.661764705882353,2.75,2.75,2.735294117647059,2.7329411764705878
198109,3.9166666666666665,3.4166666666666665,3.5,3.6666666666666665,3.5833333333333335,3.5400000000000005
104852,4.5,4.0,4.0,3.875,4.125,4.045
357226,4.166666666666667,4.25,3.9166666666666665,4.0,3.9166666666666665,4.023333333333333
211581,4.0,3.9642857142857144,3.892857142857143,3.892857142857143,3.9285714285714284,3.9271428571428575
311682,4.5,4.45,4.65,4.5,4.55,4.5600000000000005
180594,3.6944444444444446,3.75,3.611111111111111,3.638888888888889,3.5555555555555554,3.6422222222222222
334366,3.905,3.955,3.91,3.905,3.92,3.924199999999999
275377,4.25,4.333333333333333,4.083333333333333,4.0,4.083333333333333,4.15
44362,3.25,2.75,2.5833333333333335,2.9166666666666665,2.9166666666666665,2.763333333333333
91756,3.55,3.35,3.41,3.52,3.45,3.4248000000000003
169175,4.0625,4.0625,4.125,3.75,4.0625,4.0600000000000005
305867,4.25,4.5,4.333333333333333,4.25,4.25,4.343333333333333
306979,4.568181818181818,4.590909090909091,4.636363636363637,4.568181818181818,4.590909090909091,4.607272727272728
343749,4.0,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8466666666666662
126345,3.7,3.9,3.85,3.8,3.75,3.8280000000000003
87380,4.014705882352941,4.161764705882353,3.9558823529411766,3.9705882352941178,3.985294117647059,4.017647058823529
76525,3.9069767441860463,4.166666666666667,4.069767441860465,3.9806201550387597,4.033914728682171,4.067248062015503
231262,4.05,4.15,4.125,4.2,4.125,4.1370000000000005
194336,3.9583333333333335,4.041666666666667,3.9583333333333335,3.9583333333333335,4.0,3.9883333333333333
148924,4.3940677966101696,4.487288135593221,4.478813559322034,4.372881355932203,4.453389830508475,4.461186440677965
115576,3.75,3.6666666666666665,3.5833333333333335,3.6666666666666665,3.5833333333333335,3.6266666666666665
2996,3.8,3.85,4.0,3.9,3.95,3.932
254756,4.076697892271663,3.8741217798594847,3.877049180327869,3.850702576112412,3.888758782201405,3.8898594847775168
207542,4.111111111111111,3.8819444444444446,3.9930555555555554,4.027777777777778,3.923611111111111,3.965833333333333
229420,3.3125,3.25,3.25,3.5,3.25,3.2825
195695,4.017605633802817,3.862676056338028,3.890845070422535,3.869718309859155,3.887323943661972,3.890704225352111
238931,4.4375,4.4375,4.4375,4.375,4.375,4.42
37537,4.166666666666667,3.7222222222222223,4.055555555555555,4.166666666666667,4.277777777777778,4.037777777777778
172108,4.045454545454546,4.136363636363637,3.8636363636363638,3.840909090909091,3.8863636363636362,3.9454545454545458
87330,3.75,3.75,3.5,4.25,3.75,3.7
130483,3.5,3.5,3.5,3.5,3.5,3.5
210321,4.0,3.8333333333333335,3.9166666666666665,3.8333333333333335,3.8333333333333335,3.8800000000000003
138915,4.0,4.0,3.75,3.75,3.75,3.83
99584,4.0,3.375,3.375,3.625,3.5,3.465
23460,4.1,3.7,3.7,3.9,4.0,3.8039999999999994
52503,3.7115384615384617,3.519230769230769,3.5448717948717947,3.6153846153846154,3.5833333333333335,3.5658974358974356
63293,3.5163934426229506,4.012295081967213,4.057377049180328,3.8278688524590163,4.036885245901639,3.9875409836065567
163984,4.0,3.96875,4.09375,3.984375,4.046875,4.04
55969,3.8333333333333335,3.75,3.875,3.625,3.5,3.7433333333333336
154813,3.8333333333333335,3.75,3.8333333333333335,3.75,3.8333333333333335,3.8066666666666666
63193,3.875,3.5,3.375,3.375,3.25,3.41
272559,4.083333333333333,4.083333333333333,4.166666666666667,4.25,4.25,4.166666666666667
136082,4.271653543307087,4.415354330708661,4.375984251968504,4.2637795275590555,4.360236220472441,4.366850393700787
108466,4.09375,3.84375,3.84375,3.84375,3.84375,3.8600000000000003
123154,3.9642857142857144,4.107142857142857,3.9285714285714284,3.892857142857143,3.9285714285714284,3.9699999999999998
134875,3.3125,3.125,3.5,3.5,3.375,3.375
304598,4.25,4.45,4.45,4.25,4.35,4.402
294361,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665
201832,4.1875,3.9375,4.0625,4.125,4.125,4.0600000000000005
118692,3.8333333333333335,3.3333333333333335,3.0833333333333335,3.5833333333333335,3.1666666666666665,3.26
112215,3.875,3.857142857142857,3.9107142857142856,3.7857142857142856,3.875,3.878571428571429
87921,3.825,3.825,4.075,3.95,4.025,3.978
348414,4.25,4.1875,3.9375,3.875,3.9375,4.0125
95309,3.8,3.7625,3.575,3.625,3.5875,3.642500000000001
9894,3.625,2.875,2.875,3.125,3.5,3.07
407,3.597513089005236,3.477094240837696,3.56282722513089,3.605366492146597,3.7414921465968587,3.584842931937169
408,3.947877652933833,3.8093008739076155,3.835518102372035,3.7421972534332086,3.8773408239700373,3.8356179775280927
409,3.7827681026581117,3.6280934922089827,3.7703941338221814,3.7532080659945004,3.879468377635197,3.75790100824931
410,3.9517158818834797,3.823024740622506,3.940343176376696,3.843774940143655,4.011572226656026,3.917948922585798
411,3.935936631461923,3.97568093385214,4.072262367982212,3.9936075597554197,4.045580878265703,4.028532518065597
412,4.39488486552997,4.218711548602566,4.333626296361399,4.255185445596766,4.247407277201617,4.285607312357176
236755,4.333333333333333,4.166666666666667,4.25,4.166666666666667,4.166666666666667,4.21
299030,4.083333333333333,3.6666666666666665,3.8333333333333335,3.9166666666666665,3.9166666666666665,3.8366666666666673
158341,3.55,3.5,3.55,3.65,3.6,3.558
184459,3.83,3.86,3.74,3.75,3.74,3.7772
27964,3.465909090909091,3.2045454545454546,3.1136363636363638,3.409090909090909,3.3636363636363638,3.2363636363636363
179340,4.133333333333334,4.166666666666667,4.15,4.083333333333333,4.116666666666666,4.1419999999999995
272534,3.0357142857142856,2.4285714285714284,2.3214285714285716,2.892857142857143,2.357142857142857,2.455714285714286
273762,4.25,4.166666666666667,4.25,4.166666666666667,4.166666666666667,4.206666666666666
340784,4.375,4.25,4.25,4.1875,4.125,4.23
51610,3.75,3.5,4.0,3.75,4.0,3.84
221264,3.75,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.5833333333333335,3.6566666666666663
172800,3.97972972972973,3.9324324324324325,3.8603603603603602,3.885135135135135,3.8671171171171173,3.8909009009009003
316413,4.166666666666667,4.25,4.0,4.166666666666667,4.083333333333333,4.103333333333333
65468,3.7797619047619047,3.6904761904761907,3.7351190476190474,3.6964285714285716,3.7113095238095237,3.719999999999998
47920,4.0,3.8333333333333335,4.0,4.0,4.0,3.9599999999999995
297093,3.7916666666666665,3.7916666666666665,3.75,3.75,3.75,3.763333333333333
83369,4.25,3.0,3.75,3.75,4.0,3.65
272865,4.15,4.45,4.4,4.25,4.4,4.3839999999999995
104687,4.333333333333333,4.0,4.333333333333333,4.5,4.416666666666667,4.29
137089,4.375,4.625,3.5,4.5,3.625,3.9499999999999997
189097,4.274647887323944,4.315140845070423,4.336267605633803,4.297535211267606,4.322183098591549,4.3228169014084505
150735,4.0,4.166666666666667,4.25,4.0,4.166666666666667,4.176666666666667
131066,4.25,4.25,4.3125,4.1875,4.25,4.27
289855,3.9,3.85,3.75,3.75,3.85,3.806
259084,3.75,3.6,3.4,3.65,3.5,3.518
228963,4.035714285714286,3.9285714285714284,4.0,3.892857142857143,3.9642857142857144,3.97
171335,4.1875,4.1875,4.0,4.0625,4.0625,4.0775
152027,4.277777777777778,4.268518518518518,4.2407407407407405,4.189814814814815,4.189814814814815,4.236296296296296
4554,3.5714285714285716,2.7857142857142856,2.9285714285714284,3.357142857142857,3.0714285714285716,3.0042857142857144
185022,3.7,3.75,3.85,3.9,3.75,3.804
64713,3.4444444444444446,3.0277777777777777,2.9722222222222223,3.0,3.0555555555555554,3.033333333333333
175444,4.184523809523809,4.148809523809524,4.178571428571429,4.154761904761905,4.119047619047619,4.15952380952381
218239,4.15,4.1,4.1,4.1,4.05,4.093999999999999
20399,3.1,3.2,3.2,3.0,3.3,3.194
334056,4.166666666666667,4.0,4.0,4.166666666666667,4.0,4.029999999999999
66045,3.9642857142857144,3.892857142857143,3.9464285714285716,3.9464285714285716,3.9107142857142856,3.9278571428571425
342474,4.4,4.3,4.25,4.2,4.2,4.258000000000001
72936,3.8981481481481484,3.8981481481481484,3.7777777777777777,3.7314814814814814,3.740740740740741,3.802962962962962
110279,4.0,3.625,3.75,3.75,3.8125,3.75
94366,3.875,3.625,3.75,3.625,3.75,3.7199999999999998
199190,4.25,4.321428571428571,4.214285714285714,4.107142857142857,4.178571428571429,4.227142857142857
252495,4.166666666666667,4.25,4.416666666666667,4.25,4.333333333333333,4.330000000000001
162176,4.25,4.208333333333333,4.291666666666667,4.166666666666667,4.208333333333333,4.241666666666667
366211,4.083333333333333,4.166666666666667,4.083333333333333,4.083333333333333,4.083333333333333,4.103333333333333
122413,4.155405405405405,4.283783783783784,4.324324324324325,4.216216216216216,4.297297297297297,4.290000000000001
310986,3.95,3.7,3.65,3.4,3.55,3.636
164453,4.166666666666667,4.25,4.291666666666667,4.208333333333333,4.125,4.233333333333333
199191,3.9375,3.9375,3.9375,3.9375,3.875,3.925
192895,4.1625,4.125,4.1625,4.175,4.1375,4.1515
154402,3.4166666666666665,4.166666666666667,4.166666666666667,4.083333333333333,4.166666666666667,4.116666666666666
112706,4.071428571428571,4.071428571428571,4.071428571428571,4.035714285714286,4.107142857142857,4.0757142857142865
134979,4.0,4.25,4.5,4.0,4.0,4.26
230118,3.9802631578947367,4.098684210526316,4.134868421052632,4.072368421052632,4.108552631578948,4.106842105263158
90641,4.003968253968254,3.996031746031746,4.051587301587301,4.035714285714286,4.027777777777778,4.03031746031746
289190,4.0625,4.21875,4.25,4.15625,4.21875,4.2175
320181,4.1,4.0,3.95,3.95,3.9,3.964
123955,4.141304347826087,4.304347826086956,4.260869565217392,4.217391304347826,4.271739130434782,4.2647826086956515
210744,3.6666666666666665,3.6666666666666665,3.3333333333333335,3.4166666666666665,3.5,3.4766666666666666
105967,3.5,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.8166666666666664
206215,4.229166666666667,4.458333333333333,4.333333333333333,4.166666666666667,4.25,4.3275
157503,4.076388888888889,4.1157407407407405,4.155092592592593,4.118055555555555,4.136574074074074,4.135462962962963
169686,3.5,3.5,3.625,3.625,3.5625,3.5775
311907,4.1875,4.0,4.125,4.125,4.0625,4.09
274214,3.9242021276595747,3.8643617021276597,3.896276595744681,3.86968085106383,3.8736702127659575,3.8847872340425527
54745,4.222811671087533,4.2592838196286475,4.2592838196286475,4.20026525198939,4.252652519893899,4.250689655172407
301818,4.15625,4.109375,4.078125,4.046875,4.125,4.098749999999999
173970,4.293103448275862,4.456896551724138,4.344827586206897,4.2844827586206895,4.318965517241379,4.358620689655172
42894,4.0,2.75,2.5,3.75,2.75,2.825
218735,4.065217391304348,3.9528985507246377,3.9927536231884058,3.898550724637681,3.9456521739130435,3.9707246376811596
347314,4.1,4.0,3.95,4.05,4.0,3.9939999999999998
239790,3.7857142857142856,3.8214285714285716,3.6785714285714284,3.8214285714285716,3.7857142857142856,3.755714285714286
79197,3.767857142857143,3.6964285714285716,3.5714285714285716,3.642857142857143,3.5714285714285716,3.621428571428571
172281,4.185897435897436,4.032051282051282,4.07051282051282,4.0256410256410255,4.051282051282051,4.061282051282051
61265,3.8333333333333335,3.7083333333333335,3.6041666666666665,3.6041666666666665,3.6875,3.6599999999999997
19657,3.75,3.513157894736842,3.6315789473684212,3.585526315789474,3.6184210526315788,3.6036842105263163
51103,3.7435064935064934,3.655844155844156,3.659090909090909,3.675324675324675,3.668831168831169,3.6690909090909094
8092,3.1666666666666665,3.0,3.0,2.8333333333333335,3.1666666666666665,3.026666666666667
64529,4.0,3.75,4.25,4.25,4.0,4.07
62978,3.7142857142857144,3.357142857142857,3.5,3.642857142857143,3.5714285714285716,3.5071428571428576
333218,4.083333333333333,4.0,3.9583333333333335,4.0,3.9583333333333335,3.983333333333334
14236,3.8033333333333332,3.5825,3.6466666666666665,3.6458333333333335,3.680833333333333,3.6485666666666647
271083,4.25,4.35,4.4,4.35,4.4,4.374
56684,3.9038461538461537,3.8461538461538463,3.8461538461538463,3.7115384615384617,3.8461538461538463,3.8369230769230764
100837,4.1,4.1,4.15,4.041666666666667,4.1,4.116333333333333
274502,4.475,4.475,4.425,4.375,4.4,4.433000000000001
357672,4.375,4.333333333333333,4.375,4.416666666666667,4.375,4.37
271831,3.75,3.75,3.3333333333333335,3.6666666666666665,3.1666666666666665,3.4600000000000004
228906,4.4375,4.395833333333333,4.4375,4.291666666666667,4.4375,4.4158333333333335
277596,3.9285714285714284,4.160714285714286,4.107142857142857,4.232142857142857,4.071428571428571,4.116428571428572
70549,4.0,4.0,4.0,4.125,3.75,3.965
200560,4.117213114754098,4.110655737704918,4.090983606557377,3.9598360655737705,4.06311475409836,4.080688524590164
118572,4.125,4.25,4.375,4.0,4.25,4.27
116494,3.4057971014492754,3.217391304347826,3.3405797101449277,3.4166666666666665,3.3731884057971016,3.330434782608696
7363,2.940566037735849,2.6952830188679244,2.999056603773585,3.0320754716981133,3.1462264150943398,2.956528301886792
213339,4.2875,4.44375,4.43125,4.3875,4.40625,4.4185
180207,4.184210526315789,4.190789473684211,4.171052631578948,4.177631578947368,4.1381578947368425,4.171315789473684
199480,3.5277777777777777,3.5277777777777777,3.5277777777777777,3.486111111111111,3.4583333333333335,3.5122222222222224
146598,4.25,4.25,4.25,4.0,4.0,4.18
74452,4.333333333333333,4.666666666666667,4.666666666666667,4.666666666666667,4.5,4.613333333333333
342202,4.375,4.25,4.291666666666667,4.125,4.291666666666667,4.273333333333333
208033,4.041666666666667,3.9166666666666665,3.8333333333333335,3.875,3.875,3.8800000000000003
171489,4.175,4.166666666666667,4.183333333333334,4.116666666666666,4.158333333333333,4.169
249750,4.55,4.5,4.475,4.4,4.5,4.485000000000001
208277,3.9802631578947367,4.0394736842105265,3.9934210526315788,3.960526315789474,3.973684210526316,3.9978947368421056
255567,4.053571428571429,3.982142857142857,3.982142857142857,3.982142857142857,4.053571428571429,4.001428571428571
68506,4.0,4.0,3.8333333333333335,4.166666666666667,4.0,3.9499999999999997
138344,4.025510204081633,3.877551020408163,3.938775510204082,3.9030612244897958,3.892857142857143,3.9183673469387763
59526,3.6666666666666665,3.4444444444444446,3.638888888888889,3.6944444444444446,3.5833333333333335,3.5888888888888886
40891,3.7274436090225564,3.654135338345865,3.6146616541353382,3.661654135338346,3.6353383458646618,3.640601503759399
107469,4.125,4.160714285714286,4.196428571428571,4.160714285714286,4.160714285714286,4.1742857142857135
269850,3.8958333333333335,3.9166666666666665,3.875,3.7708333333333335,3.8541666666666665,3.874166666666667
76080,3.5625,3.125,3.0833333333333335,3.1666666666666665,3.0416666666666665,3.1225
148552,4.102941176470588,4.102941176470588,4.176470588235294,4.073529411764706,4.147058823529412,4.140588235294118
270344,4.291666666666667,4.291666666666667,4.125,4.208333333333333,4.166666666666667,4.1933333333333325
105628,4.25,4.25,4.5,4.25,4.5,4.4
248822,4.333333333333333,4.333333333333333,4.416666666666667,4.25,4.25,4.343333333333333
321632,4.333333333333333,4.25,4.083333333333333,4.166666666666667,4.083333333333333,4.146666666666667
293129,4.125,3.9375,3.875,3.875,4.0,3.9325
105102,3.7857142857142856,3.8214285714285716,3.5714285714285716,3.857142857142857,3.5714285714285716,3.674285714285714
127767,3.5,3.75,3.5,3.5833333333333335,3.4166666666666665,3.5533333333333332
263106,4.166666666666667,4.166666666666667,4.083333333333333,4.333333333333333,4.083333333333333,4.136666666666667
